x (nm),y (nm),zpen (mm),Force (N),zafm (nm)
9.965,-49.94,-0.128,0.452,2.473
9.964,-49.946,-0.529,0.598,2.473
9.964,-49.948,-0.64,0.639,2.472
9.965,-49.947,-0.922,0.752,2.471
9.969,-49.933,-1.812,1.088,2.473
9.954,-49.912,-3.284,1.606,2.471
9.955,-49.896,-4.483,2.055,2.473
9.96,-49.881,-5.45,2.387,2.472
9.951,-49.869,-6.074,2.566,2.474
9.931,-49.862,-6.427,2.658,2.474
9.927,-49.86,-6.486,2.662,2.473
9.936,-49.86,-6.342,2.594,2.471
9.943,-49.863,-6.156,2.535,2.471
9.944,-49.87,-5.575,2.278,2.473
9.94,-49.888,-4.025,1.667,2.472
9.957,-49.922,-0.906,0.528,2.474
10.008,-50.019,1.542,-0.06,2.474
9.994,-50.099,3.046,-0.132,2.472
9.974,-50.136,4.917,-0.173,2.472
9.967,-50.163,6.732,-0.158,2.472
9.967,-50.18,8.193,-0.117,2.473
9.98,-50.188,9.229,-0.057,2.471
10.001,-50.185,9.864,-0.039,2.473
10.008,-50.186,10.246,-0.045,2.475
10.012,-50.188,10.844,-0.049,2.471
10.007,-50.191,11.5,-0.025,2.474
10.006,-50.19,11.765,-0.022,2.473
10.008,-50.191,11.943,-0.028,2.469
10.011,-50.193,12.258,-0.027,2.473
10.014,-50.191,12.685,-0.034,2.47
10.016,-50.183,12.923,-0.008,2.473
10.019,-50.168,13.102,-0.01,2.473
10.02,-50.165,13.203,-0.025,2.471
10.021,-50.163,13.428,-0.03,2.471
10.019,-50.161,13.714,-0.019,2.475
10.02,-50.153,13.908,-0.014,2.476
10.026,-50.136,14.382,-0.026,2.473
10.03,-50.123,14.722,-0.028,2.47
10.03,-50.11,15.018,-0.018,2.471
10.027,-50.097,15.363,-0.031,2.471
10.028,-50.093,15.505,-0.037,2.471
10.026,-50.068,16.255,-0.053,2.473
10.022,-50.043,16.896,-0.059,2.476
10.015,-50.018,17.378,0,2.475
10.003,-49.978,18.23,-0.057,2.476
10,-49.951,18.875,-0.076,2.476
9.995,-49.902,20.229,-0.094,2.471
9.99,-49.877,21.094,-0.076,2.471
9.984,-49.85,22.816,-0.08,2.47
9.986,-49.849,23.97,-0.108,2.471
9.985,-49.859,25.222,-0.1,2.472
9.981,-49.881,26.475,-0.095,2.473
9.978,-49.899,27.362,-0.099,2.473
9.973,-49.919,28.342,-0.102,2.475
9.965,-49.942,29.759,-0.11,2.476
9.963,-49.95,30.63,-0.105,2.473
9.965,-49.948,31.403,-0.084,2.472
9.98,-49.933,32.708,-0.06,2.47
9.988,-49.926,33.308,-0.056,2.47
9.998,-49.907,33.908,-0.007,2.471
10.006,-49.889,33.86,0.008,2.472
10.014,-49.878,33.76,0.011,2.475
10.024,-49.863,33.54,0,2.475
10.027,-49.855,33.38,0.021,2.475
10.027,-49.845,33.05,0.036,2.475
10.027,-49.825,32.351,0.042,2.47
10.03,-49.813,31.844,0.051,2.472
10.03,-49.812,31.283,0.042,2.471
10.028,-49.817,30.82,0.04,2.471
10.029,-49.816,30.219,0.035,2.472
10.029,-49.816,30.028,0.044,2.474
10.028,-49.819,29.706,0.024,2.473
10.024,-49.82,29.424,0.022,2.474
10.013,-49.816,28.983,0.023,2.471
10.012,-49.814,28.803,0.01,2.472
10.011,-49.811,28.694,0.005,2.472
10.009,-49.813,28.633,0.002,2.471
10.002,-49.818,28.498,0.011,2.474
9.993,-49.823,28.283,0.016,2.474
9.984,-49.825,28.22,-0.003,2.474
9.982,-49.823,28.311,-0.011,2.473
9.979,-49.823,28.472,-0.007,2.473
9.976,-49.826,28.529,-0.007,2.474
9.973,-49.84,28.772,-0.016,2.473
9.971,-49.848,28.868,-0.002,2.472
9.973,-49.84,28.702,0.002,2.471
9.972,-49.841,28.762,-0.006,2.472
9.972,-49.84,28.732,0.004,2.473
9.973,-49.837,28.684,0.003,2.472
9.973,-49.834,28.665,0,2.475
9.974,-49.834,28.685,0,2.472
9.974,-49.836,28.674,0.001,2.471
9.974,-49.838,28.663,-0.002,2.472
9.976,-49.843,28.731,-0.006,2.473
9.975,-49.851,28.847,-0.008,2.475
9.975,-49.851,28.877,0.001,2.472
9.974,-49.85,28.878,0,2.471
9.975,-49.848,28.919,-0.005,2.474
9.975,-49.848,28.959,-0.007,2.472
9.974,-49.853,29.087,-0.01,2.472
9.976,-49.857,29.156,-0.003,2.472
9.979,-49.858,29.156,0,2.472
9.979,-49.861,29.195,-0.009,2.472
9.977,-49.873,29.461,-0.019,2.474
9.977,-49.88,29.679,-0.018,2.471
9.976,-49.89,30.069,-0.012,2.471
9.974,-49.897,30.389,-0.021,2.47
9.972,-49.9,30.489,-0.006,2.474
9.972,-49.898,30.469,0.001,2.473
9.971,-49.902,30.569,-0.008,2.471
9.97,-49.905,30.618,0,2.475
9.969,-49.91,30.778,-0.013,2.473
9.967,-49.916,30.897,-0.011,2.472
9.967,-49.922,31.006,0,2.473
9.969,-49.917,30.937,0.005,2.473
9.968,-49.916,30.917,0,2.473
9.968,-49.917,30.937,-0.001,2.471
9.967,-49.919,30.987,-0.001,2.472
9.968,-49.919,30.997,0,2.474
9.968,-49.916,30.948,0.01,2.473
9.968,-49.912,30.878,0,2.471
9.968,-49.914,30.908,-0.004,2.474
9.967,-49.916,30.917,0.002,2.472
9.967,-49.914,30.878,0.002,2.472
9.967,-49.912,30.848,0.001,2.474
9.967,-49.913,30.858,-0.002,2.473
9.967,-49.913,30.858,0,2.474
9.967,-49.913,30.858,0,2.471
9.967,-49.913,30.858,0,2.472
9.967,-49.913,30.858,0,2.474
9.967,-49.913,30.858,0,2.472
9.967,-49.913,30.868,-0.001,2.474
9.966,-49.917,30.917,-0.005,2.473
9.965,-49.922,31.016,-0.014,2.471
9.962,-49.931,31.216,-0.016,2.472
9.961,-49.935,31.346,-0.013,2.474
9.961,-49.936,31.468,-0.006,2.472
9.962,-49.934,31.479,0,2.473
9.961,-49.937,31.498,-0.006,2.472
9.96,-49.94,31.558,-0.004,2.472
9.96,-49.94,31.558,0.003,2.471
9.961,-49.937,31.518,0.006,2.473
9.961,-49.935,31.488,0.001,2.472
9.96,-49.934,31.479,0,2.471
9.96,-49.934,31.479,0,2.474
9.96,-49.934,31.468,0,2.472
9.96,-49.934,31.468,0,2.474
9.96,-49.932,31.428,0.005,2.473
9.961,-49.93,31.399,0.001,2.472
9.961,-49.93,31.399,0,2.474
9.961,-49.931,31.409,0,2.472
9.961,-49.931,31.398,0,2.472
9.961,-49.93,31.388,0,2.472
9.961,-49.929,31.348,0.003,2.473
9.961,-49.93,31.338,0.003,2.474
9.961,-49.93,31.338,0,2.473
9.961,-49.93,31.348,-0.001,2.472
9.961,-49.93,31.348,0,2.473
9.961,-49.93,31.348,0,2.473
9.962,-49.93,31.348,0,2.471
9.962,-49.93,31.348,0,2.472
9.962,-49.93,31.348,0,2.471
9.962,-49.93,31.338,0.003,2.472
9.962,-49.93,31.338,0,2.473
9.962,-49.931,31.358,-0.001,2.474
9.962,-49.931,31.358,0,2.471
9.962,-49.931,31.358,0,2.473
9.962,-49.931,31.358,0,2.472
9.962,-49.931,31.358,0,2.473
9.96,-49.936,31.427,-0.003,2.474
9.96,-49.938,31.467,-0.001,2.472
9.96,-49.939,31.477,-0.001,2.471
9.96,-49.939,31.477,0,2.473
9.96,-49.939,31.477,0,2.474
9.959,-49.94,31.517,-0.004,2.473
9.959,-49.942,31.547,-0.003,2.473
9.959,-49.942,31.537,0.001,2.471
9.959,-49.941,31.547,0,2.473
9.959,-49.94,31.527,0.003,2.473
9.96,-49.938,31.498,0.001,2.473
9.961,-49.938,31.477,0,2.472
9.961,-49.938,31.477,0,2.474
9.961,-49.938,31.477,0,2.471
9.961,-49.938,31.477,0,2.472
9.961,-49.938,31.477,0,2.472
9.961,-49.938,31.477,0,2.474
9.961,-49.938,31.477,0,2.471
9.961,-49.938,31.477,0,2.474
9.962,-49.937,31.467,0,2.471
9.962,-49.937,31.457,0,2.471
9.962,-49.937,31.447,0,2.476
9.962,-49.938,31.437,0,2.473
9.962,-49.937,31.427,0.004,2.472
9.963,-49.936,31.407,0,2.47
9.963,-49.936,31.387,0,2.474
9.963,-49.936,31.387,0,2.473
9.963,-49.936,31.376,0,2.473
9.963,-49.937,31.346,0.007,2.475
9.962,-49.935,31.285,0.01,2.47
9.962,-49.933,31.154,0.017,2.473
9.955,-49.932,30.656,0.026,2.473
9.952,-49.932,30.422,0.028,2.474
9.952,-49.932,30.148,0.033,2.472
9.952,-49.929,29.804,0.039,2.471
9.952,-49.928,29.5,0.043,2.473
9.95,-49.927,28.891,0.048,2.471
9.945,-49.923,28.385,0.062,2.474
9.925,-49.893,26.485,0.104,2.471
9.923,-49.873,25.538,0.114,2.472
9.924,-49.848,24.408,0.12,2.471
9.923,-49.817,22.775,0.167,2.473
9.915,-49.791,21.17,0.211,2.473
9.905,-49.755,18.467,0.22,2.474
9.894,-49.737,16.476,0.173,2.474
9.867,-49.735,14.081,0.105,2.472
9.854,-49.733,13.176,0.108,2.471
9.838,-49.716,11.419,0.11,2.472
9.82,-49.709,9.444,0.067,2.471
9.807,-49.715,8.87,0.044,2.471
9.797,-49.714,8.374,0.052,2.473
9.791,-49.703,7.704,0.079,2.473
9.789,-49.668,6.124,0.146,2.474
9.789,-49.625,4.511,0.178,2.474
9.804,-49.558,1.65,0.176,2.474
9.815,-49.531,0.169,0.107,2.473
9.814,-49.522,-0.279,0.221,2.473
9.805,-49.511,-0.292,0.143,2.472
9.795,-49.501,-0.471,0.157,2.47
9.797,-49.493,-0.706,0.046,2.474
9.802,-49.491,-0.92,0.017,2.474
9.804,-49.5,-0.358,0.097,2.475
9.806,-49.508,0.338,0.013,2.472
9.809,-49.514,0.556,0.046,2.472
9.799,-49.514,0.333,0.037,2.473
9.787,-49.509,0.145,0.015,2.474
9.781,-49.507,-0.028,0.029,2.473
9.774,-49.509,0.102,0.032,2.471
9.766,-49.51,0.163,-0.008,2.469
9.755,-49.513,-0.123,0.022,2.475
9.742,-49.505,-0.518,0.017,2.472
9.739,-49.51,-0.262,0.382,2.474
9.741,-49.508,-0.111,-0.008,2.472
9.756,-49.521,-0.029,0.163,2.474
9.757,-49.511,-0.338,0.022,2.471
9.753,-49.507,-0.318,0.145,2.472
9.761,-49.499,-0.365,0.022,2.473
9.776,-49.501,-0.615,0.025,2.472
9.784,-49.503,-0.603,0.206,2.471
9.799,-49.504,-0.732,0.099,2.471
9.818,-49.509,-1.047,0.124,2.473
9.827,-49.514,-1.482,0.164,2.475
9.834,-49.547,-1.154,0.302,2.474
9.844,-49.573,-0.578,0.357,2.472
9.869,-49.608,-0.14,0.081,2.474
9.906,-49.63,-0.413,0.033,2.47
9.955,-49.644,-0.634,0.332,2.473
9.968,-49.637,-0.906,0.028,2.471
9.986,-49.636,-1.296,0.423,2.473
9.985,-49.631,-1.546,0.249,2.472
9.986,-49.638,-1.54,0.424,2.474
9.983,-49.657,-1.395,0.342,2.472
9.98,-49.673,-1.182,0.485,2.471
9.977,-49.683,-1.033,0.206,2.473
9.991,-49.691,-1.162,0.124,2.472
9.984,-49.683,-1.091,0.373,2.47
9.985,-49.675,-1.299,0.367,2.472
9.991,-49.667,-2.038,0.314,2.473
9.989,-49.671,-2.521,0.81,2.471
9.976,-49.676,-2.427,0.854,2.473
9.989,-49.684,-2.483,0.535,2.473
9.989,-49.69,-2.442,0.79,2.473
9.99,-49.69,-2.162,0.714,2.473
9.994,-49.692,-2.061,0.674,2.472
10.004,-49.694,-2.061,0.7,2.473
10.009,-49.693,-2.083,0.576,2.473
10.006,-49.691,-2.067,0.634,2.471
9.996,-49.688,-1.962,0.648,2.471
9.991,-49.686,-2.087,0.452,2.469
9.99,-49.686,-2.293,0.522,2.474
9.993,-49.677,-2.663,0.291,2.473
9.986,-49.681,-2.136,0.826,2.472
9.988,-49.675,-1.668,0.452,2.472
10.008,-49.683,-1.956,0.504,2.474
9.999,-49.681,-2.08,0.558,2.472
9.996,-49.677,-1.936,0.714,2.473
9.999,-49.678,-2.173,0.814,2.473
9.997,-49.678,-2.153,0.782,2.475
10,-49.672,-2.101,0.678,2.472
10.002,-49.674,-1.961,0.906,2.472
10.016,-49.676,-2.12,0.558,2.472
10.014,-49.678,-2.272,0.554,2.472
10.012,-49.676,-2.268,0.633,2.472
10.013,-49.676,-2.245,0.629,2.474
10.017,-49.677,-2.194,0.65,2.473
10.022,-49.679,-1.969,0.758,2.471
10.036,-49.676,-1.874,0.657,2.474
10.05,-49.665,-2.276,0.537,2.471
10.06,-49.652,-2.065,0.862,2.473
10.08,-49.629,-2.252,0.461,2.474
10.088,-49.621,-2.41,0.796,2.474
10.091,-49.618,-2.211,0.816,2.471
10.101,-49.618,-2.11,0.851,2.473
10.115,-49.608,-2.68,0.676,2.473
10.121,-49.599,-2.813,0.886,2.474
10.122,-49.595,-2.357,0.834,2.472
10.137,-49.605,-2.136,0.81,2.473
10.14,-49.604,-2.332,0.599,2.474
10.141,-49.605,-2.497,0.88,2.472
10.135,-49.603,-2.312,0.918,2.472
10.143,-49.605,-2.374,0.716,2.472
10.139,-49.6,-2.677,0.681,2.472
10.138,-49.597,-2.649,0.727,2.472
10.137,-49.601,-2.55,0.765,2.473
10.138,-49.605,-2.552,0.662,2.473
10.141,-49.603,-2.401,0.858,2.472
10.147,-49.603,-2.465,0.762,2.473
10.152,-49.603,-2.553,0.735,2.473
10.151,-49.602,-2.449,0.79,2.472
10.151,-49.602,-2.43,0.836,2.473
10.148,-49.6,-2.618,0.729,2.473
10.144,-49.595,-2.512,0.837,2.472
10.146,-49.597,-2.517,0.852,2.472
10.149,-49.592,-2.722,0.751,2.473
10.149,-49.593,-2.653,0.881,2.473
10.15,-49.594,-2.534,0.843,2.474
10.152,-49.594,-2.572,0.815,2.475
10.152,-49.594,-2.468,0.931,2.472
10.152,-49.594,-2.203,0.952,2.472
10.16,-49.59,-2.346,0.587,2.472
10.157,-49.591,-2.547,0.725,2.472
10.16,-49.592,-2.547,0.704,2.475
10.16,-49.592,-2.559,0.695,2.472
10.16,-49.594,-1.706,0.873,2.473
10.179,-49.59,-2.125,0.682,2.472
10.174,-49.59,-2.302,0.838,2.473
10.17,-49.588,-2.298,0.638,2.473
10.169,-49.591,-2.25,0.772,2.471
10.168,-49.59,-2.165,0.713,2.471
10.172,-49.587,-2.682,0.613,2.473
10.169,-49.581,-2.714,0.627,2.473
10.164,-49.586,-2.367,0.719,2.472
10.165,-49.582,-2.342,0.761,2.472
10.17,-49.571,-2.544,0.697,2.472
10.172,-49.562,-2.589,0.719,2.473
10.172,-49.559,-2.537,0.761,2.473
10.174,-49.557,-2.437,0.816,2.472
10.178,-49.548,-2.267,0.81,2.474
10.191,-49.527,-2.71,0.74,2.471
10.189,-49.518,-2.606,0.972,2.474
10.193,-49.508,-2.554,0.623,2.474
10.192,-49.511,-2.586,0.983,2.473
10.185,-49.507,-2.265,0.95,2.472
10.195,-49.505,-2.266,0.766,2.472
10.205,-49.502,-2.694,0.72,2.471
10.205,-49.499,-2.723,0.715,2.474
10.207,-49.497,-2.726,0.634,2.472
10.208,-49.496,-2.256,0.831,2.472
10.221,-49.493,-2.455,0.661,2.473
10.226,-49.489,-2.718,0.778,2.475
10.225,-49.484,-2.712,0,2.472
10.229,-49.481,-2.131,0.933,2.473
10.243,-49.478,-2.451,0.854,2.473
10.242,-49.475,-2.662,0.897,2.472
10.24,-49.469,-2.602,0.784,2.473
10.245,-49.471,-2.614,0.763,2.471
10.245,-49.472,-2.606,0.811,2.474
10.25,-49.468,-2.85,0.623,2.474
10.248,-49.469,-2.684,1.036,2.475
10.253,-49.461,-2.299,0.849,2.472
10.263,-49.461,-2.169,0.97,2.475
10.268,-49.462,-2.407,0.731,2.473
10.265,-49.465,-2.444,1.062,2.473
10.265,-49.462,-2.272,0.816,2.471
10.268,-49.465,-2.36,0.821,2.473
10.268,-49.465,-2.854,0.662,2.473
10.26,-49.466,-2.661,0.889,2.473
10.265,-49.465,-2.444,0.784,2.473
10.273,-49.469,-2.479,0.902,2.473
10.273,-49.469,-2.552,0.823,2.473
10.272,-49.47,-2.544,0.923,2.472
10.272,-49.469,-2.563,0.824,2.472
10.273,-49.468,-2.76,0.821,2.473
10.281,-49.46,-2.943,0.809,2.473
10.283,-49.462,-2.777,0.971,2.474
10.287,-49.468,-2.557,0.892,2.473
10.291,-49.469,-2.484,1.028,2.472
10.296,-49.464,-2.473,0.905,2.471
10.307,-49.456,-2.774,0.881,2.473
10.315,-49.446,-3.11,0.748,2.472
10.311,-49.445,-2.812,0.975,2.47
10.318,-49.444,-2.749,0.762,2.471
10.329,-49.442,-3.106,0.653,2.472
10.335,-49.431,-3.26,0.842,2.474
10.349,-49.435,-3.03,0.839,2.473
10.353,-49.437,-2.683,1.026,2.473
10.359,-49.435,-2.56,0.881,2.474
10.374,-49.434,-2.693,0.959,2.476
10.378,-49.43,-2.595,1.071,2.473
10.386,-49.423,-2.073,1.06,2.474
10.406,-49.411,-2.439,0.825,2.475
10.411,-49.397,-2.685,1.019,2.47
10.416,-49.391,-2.327,1.047,2.473
10.441,-49.384,-3.179,0.707,2.471
10.437,-49.375,-3.278,1.088,2.472
10.442,-49.366,-3.03,0.755,2.476
10.453,-49.368,-3.067,0.866,2.473
10.452,-49.366,-2.66,1.29,2.472
10.468,-49.354,-2.275,0.785,2.473
10.495,-49.343,-2.947,0.869,2.472
10.499,-49.333,-2.654,0.931,2.472
10.511,-49.329,-2.601,0.786,2.473
10.523,-49.323,-2.837,0.785,2.475
10.529,-49.311,-2.822,0.93,2.475
10.536,-49.305,-2.37,1.003,2.475
10.545,-49.3,-2.187,0.992,2.476
10.555,-49.297,-2.156,1.019,2.472
10.562,-49.294,-2.12,1.13,2.473
10.585,-49.279,-2.706,0.837,2.471
10.584,-49.269,-2.793,0.931,2.47
10.585,-49.264,-2.816,0.668,2.474
10.596,-49.258,-3.168,0.619,2.473
10.596,-49.252,-3.132,1.17,2.473
10.614,-49.241,-2.554,0.904,2.475
10.626,-49.237,-2.696,0.905,2.473
10.63,-49.233,-2.641,1.123,2.472
10.633,-49.229,-2.592,0.849,2.474
10.645,-49.227,-2.769,0.815,2.473
10.645,-49.218,-2.588,1,2.473
10.655,-49.215,-2.616,0.902,2.473
10.663,-49.212,-2.697,0.9,2.474
10.664,-49.21,-2.71,0.887,2.474
10.664,-49.211,-2.586,1.072,2.474
10.667,-49.211,-2.357,1.004,2.474
10.672,-49.209,-2.395,0.925,2.474
10.676,-49.206,-2.487,0.969,2.474
10.682,-49.198,-2.571,0.966,2.472
10.684,-49.198,-2.537,0.999,2.474
10.69,-49.196,-2.693,0.846,2.475
10.692,-49.193,-2.678,1.02,2.47
10.694,-49.191,-2.445,1.174,2.473
10.702,-49.182,-2.648,0.401,2.474
10.716,-49.182,-3.016,1.078,2.474
10.71,-49.173,-2.598,0.977,2.474
10.718,-49.175,-2.481,1.043,2.473
10.721,-49.173,-2.442,0.941,2.474
10.727,-49.172,-2.773,0.901,2.474
10.724,-49.171,-2.674,1.023,2.474
10.725,-49.168,-2.5,0.973,2.473
10.731,-49.169,-2.488,0.958,2.475
10.737,-49.164,-2.57,0.896,2.473
10.738,-49.162,-2.466,1.085,2.473
10.74,-49.162,-2.443,0.828,2.474
10.744,-49.161,-2.562,0.879,2.473
10.745,-49.155,-2.52,1.021,2.475
10.752,-49.153,-2.547,0.936,2.472
10.756,-49.149,-2.37,1.119,2.474
10.763,-49.141,-2.442,0.659,2.474
10.779,-49.134,-2.684,1.045,2.474
10.781,-49.125,-2.551,0.992,2.473
10.798,-49.116,-2.626,0.965,2.473
10.803,-49.109,-2.72,0.925,2.474
10.807,-49.105,-2.741,0.954,2.475
10.81,-49.1,-2.605,1.029,2.474
10.817,-49.092,-2.192,1.067,2.474
10.832,-49.086,-2.281,0.926,2.474
10.841,-49.077,-2.481,0.957,2.474
10.842,-49.07,-2.481,0.991,2.474
10.847,-49.064,-2.51,0.967,2.473
10.847,-49.06,-2.448,1.034,2.474
10.855,-49.056,-2.627,0.925,2.473
10.862,-49.05,-2.626,1.087,2.473
10.874,-49.047,-2.653,0.972,2.473
10.883,-49.041,-2.75,0.877,2.474
10.887,-49.038,-2.8,0.946,2.474
10.888,-49.036,-2.726,1.035,2.473
10.893,-49.035,-2.565,1.055,2.475
10.902,-49.032,-2.678,0.889,2.474
10.908,-49.028,-2.67,1.238,2.473
10.912,-49.025,-2.528,0.982,2.474
10.929,-49.02,-2.736,1.007,2.476
10.931,-49.016,-2.692,0.985,2.474
10.934,-49.015,-2.324,1.153,2.473
10.944,-49.013,-2.194,0.969,2.476
10.961,-49.003,-2.704,0.945,2.474
10.963,-48.996,-2.225,1.117,2.473
10.977,-48.995,-2.136,0.936,2.476
10.987,-48.99,-2.462,0.912,2.475
10.989,-48.983,-2.329,1.133,2.475
10.998,-48.982,-2.215,0.982,2.474
11.006,-48.981,-2.269,1.05,2.474
11.009,-48.977,-2.318,0.967,2.474
11.014,-48.972,-2.448,0.96,2.474
11.021,-48.966,-2.411,1.036,2.474
11.03,-48.964,-2.454,0.951,2.473
11.036,-48.96,-2.491,1.024,2.474
11.048,-48.952,-2.686,0.89,2.475
11.058,-48.94,-2.614,0.979,2.477
11.063,-48.939,-2.518,1.086,2.475
11.068,-48.933,-2.144,1.266,2.473
11.075,-48.924,-1.962,0.926,2.477
11.101,-48.915,-2.437,0.922,2.472
11.11,-48.901,-2.206,1.279,2.477
11.127,-48.895,-2.433,0.802,2.473
11.132,-48.889,-2.425,1.374,2.475
11.13,-48.882,-2.19,0.741,2.473
11.146,-48.886,-2.252,1.023,2.476
11.152,-48.874,-2.547,0.92,2.474
11.15,-48.874,-2.218,1.22,2.476
11.169,-48.872,-2.198,0.946,2.475
11.174,-48.864,-2.174,1.172,2.475
11.178,-48.861,-2.085,0.949,2.473
11.194,-48.857,-2.219,1.002,2.476
11.2,-48.85,-2.511,0.885,2.475
11.202,-48.848,-2.512,1.236,2.475
11.203,-48.842,-2.238,1.079,2.474
11.217,-48.844,-2.085,1.039,2.476
11.237,-48.837,-2.327,0.99,2.476
11.26,-48.828,-2.09,1.097,2.476
11.273,-48.827,-1.939,1.146,2.476
11.286,-48.824,-1.953,1.092,2.477
11.294,-48.818,-2.029,1.097,2.476
11.307,-48.812,-1.886,1.195,2.478
11.319,-48.811,-1.854,1.153,2.477
11.325,-48.809,-1.788,1.311,2.476
11.33,-48.806,-1.744,1.13,2.478
11.346,-48.801,-1.882,1.139,2.479
11.35,-48.797,-1.716,1.377,2.477
11.352,-48.793,-1.488,1.329,2.479
11.362,-48.791,-1.361,1.105,2.477
11.377,-48.79,-1.368,1.403,2.479
11.39,-48.781,-1.546,1.159,2.478
11.388,-48.779,-1.071,1.322,2.48
11.397,-48.779,-1.094,1.196,2.478
11.399,-48.777,-1.14,1.154,2.48
11.4,-48.775,-1.169,1.168,2.48
11.403,-48.776,-1.124,1.383,2.481
11.403,-48.773,-0.935,1.314,2.48
11.407,-48.77,-0.585,1.417,2.48
11.42,-48.768,-0.642,1.34,2.482
11.427,-48.765,-0.711,1.262,2.482
11.429,-48.764,-0.55,1.47,2.481
11.436,-48.761,-0.301,1.412,2.48
11.453,-48.756,-0.394,1.326,2.481
11.458,-48.754,-0.44,1.186,2.483
11.467,-48.75,-0.437,1.421,2.482
11.473,-48.746,-0.072,1.474,2.482
11.495,-48.741,0.124,1.379,2.482
11.501,-48.738,0.055,1.357,2.483
11.504,-48.736,0.082,1.377,2.481
11.505,-48.734,0.209,1.404,2.485
11.512,-48.729,0.005,1.276,2.487
11.515,-48.722,0.251,1.637,2.485
11.522,-48.716,1.361,1.538,2.483
11.546,-48.713,1.463,1.352,2.484
11.564,-48.694,0.781,1.325,2.485
11.564,-48.694,0.963,1.411,2.486
11.564,-48.694,1.135,1.355,2.485
11.565,-48.693,1.565,1.475,2.485
11.569,-48.692,1.514,1.301,2.487
11.581,-48.689,1.296,1.339,2.485
11.581,-48.685,1.79,1.516,2.486
11.591,-48.684,1.789,1.225,2.487
11.595,-48.681,1.66,1.449,2.486
11.599,-48.675,2.069,1.463,2.486
11.608,-48.673,1.929,1.349,2.487
11.609,-48.671,1.944,1.356,2.487
11.61,-48.669,2.07,1.494,2.489
11.614,-48.667,2.096,1.39,2.487
11.617,-48.664,2.269,1.669,2.488
11.63,-48.66,2.354,1.327,2.488
11.641,-48.647,2.476,1.454,2.487
11.646,-48.645,2.54,1.386,2.489
11.648,-48.639,2.338,1.296,2.488
11.647,-48.632,2.624,1.539,2.488
11.655,-48.628,2.829,1.297,2.489
11.668,-48.622,2.633,1.353,2.488
11.668,-48.617,2.712,1.54,2.488
11.672,-48.614,2.688,1.316,2.488
11.672,-48.61,2.658,1.404,2.489
11.674,-48.607,2.743,1.421,2.489
11.68,-48.603,2.849,1.419,2.489
11.683,-48.601,2.891,1.415,2.491
11.686,-48.598,2.976,1.47,2.488
11.691,-48.59,3.308,1.526,2.491
11.713,-48.566,2.851,1.348,2.49
11.714,-48.557,3.025,1.6,2.489
11.722,-48.547,3.516,1.425,2.491
11.743,-48.539,3.331,1.333,2.489
11.745,-48.532,3.624,1.454,2.492
11.755,-48.529,3.53,1.258,2.49
11.755,-48.526,3.63,1.692,2.491
11.771,-48.521,3.707,1.33,2.492
11.77,-48.518,3.619,1.478,2.492
11.769,-48.512,3.939,1.519,2.493
11.774,-48.511,4.175,1.656,2.491
11.781,-48.503,4.6,1.515,2.494
11.796,-48.498,4.262,1.35,2.493
11.796,-48.493,4.409,1.689,2.493
11.812,-48.488,4.765,1.392,2.494
11.818,-48.487,4.737,1.504,2.493
11.82,-48.481,4.802,1.49,2.492
11.825,-48.477,4.789,1.49,2.494
11.827,-48.474,4.695,1.336,2.492
11.829,-48.472,4.677,1.586,2.494
11.837,-48.468,4.599,1.303,2.492
11.843,-48.464,4.676,1.606,2.495
11.852,-48.458,4.838,1.274,2.493
11.86,-48.452,5.026,1.554,2.494
11.885,-48.444,4.826,1.36,2.493
11.893,-48.438,4.848,1.513,2.49
11.896,-48.436,4.927,1.323,2.491
11.906,-48.435,4.461,1.11,2.492
11.906,-48.422,4.123,1.29,2.491
11.906,-48.409,4.413,1.351,2.492
11.912,-48.407,4.396,1.221,2.491
11.912,-48.404,4.362,1.463,2.488
11.913,-48.401,4.419,1.315,2.49
11.914,-48.396,4.139,0.952,2.49
11.915,-48.386,3.804,1.276,2.489
11.917,-48.378,3.858,1.219,2.49
11.92,-48.375,3.756,1.126,2.487
11.923,-48.368,3.774,1.247,2.489
11.929,-48.362,3.606,0.98,2.489
11.939,-48.35,3.446,1.308,2.488
11.944,-48.342,3.58,1.238,2.488
11.952,-48.336,3.387,1.171,2.489
11.957,-48.328,3.352,1.182,2.489
11.959,-48.326,3.341,1.248,2.489
11.962,-48.322,3.339,1.226,2.487
11.971,-48.315,3.341,1.325,2.489
11.99,-48.297,2.76,1.242,2.489
12.005,-48.274,2.753,1.421,2.489
12.015,-48.272,2.92,1.431,2.488
12.025,-48.269,3.077,1.419,2.49
12.037,-48.263,2.744,1.302,2.489
12.04,-48.256,2.926,1.52,2.487
12.049,-48.256,3.083,1.324,2.488
12.061,-48.251,2.762,1.205,2.483
12.062,-48.24,2.675,1.374,2.488
12.067,-48.235,2.428,0.728,2.484
12.078,-48.239,2.183,1.624,2.485
12.084,-48.226,1.971,1.043,2.483
12.086,-48.222,1.944,1.189,2.482
12.09,-48.222,1.861,0.957,2.485
12.095,-48.214,1.285,1.022,2.482
12.091,-48.205,1.363,1.328,2.482
12.1,-48.205,1.305,1.02,2.481
12.105,-48.199,1.028,1.058,2.483
12.108,-48.191,0.762,0.992,2.479
12.111,-48.186,0.851,1.172,2.48
